name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.content_moderation\` has a foreign key \`content_moderation_moderator_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""content_moderation"",""type"":""table"",""schema"":""public"",""fkey_name"":""content_moderation_moderator_id_fkey"",""fkey_columns"":[10]}",unindexed_foreign_keys_public_content_moderation_content_moderation_moderator_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.facebook_groups\` has a foreign key \`facebook_groups_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""facebook_groups"",""type"":""table"",""schema"":""public"",""fkey_name"":""facebook_groups_user_id_fkey"",""fkey_columns"":[15]}",unindexed_foreign_keys_public_facebook_groups_facebook_groups_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.food_categories\` has a foreign key \`fk_food_categories_user\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""food_categories"",""type"":""table"",""schema"":""public"",""fkey_name"":""fk_food_categories_user"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_food_categories_fk_food_categories_user
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.food_categories\` has a foreign key \`food_categories_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""food_categories"",""type"":""table"",""schema"":""public"",""fkey_name"":""food_categories_user_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_food_categories_food_categories_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.group_events\` has a foreign key \`group_events_organizer_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""group_events"",""type"":""table"",""schema"":""public"",""fkey_name"":""group_events_organizer_id_fkey"",""fkey_columns"":[13]}",unindexed_foreign_keys_public_group_events_group_events_organizer_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.group_events\` has a foreign key \`group_events_trip_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""group_events"",""type"":""table"",""schema"":""public"",""fkey_name"":""group_events_trip_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_group_events_group_events_trip_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.group_memberships\` has a foreign key \`group_memberships_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""group_memberships"",""type"":""table"",""schema"":""public"",""fkey_name"":""group_memberships_user_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_group_memberships_group_memberships_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.group_polls\` has a foreign key \`group_polls_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""group_polls"",""type"":""table"",""schema"":""public"",""fkey_name"":""group_polls_created_by_fkey"",""fkey_columns"":[9]}",unindexed_foreign_keys_public_group_polls_group_polls_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.group_resources\` has a foreign key \`group_resources_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""group_resources"",""type"":""table"",""schema"":""public"",""fkey_name"":""group_resources_created_by_fkey"",""fkey_columns"":[10]}",unindexed_foreign_keys_public_group_resources_group_resources_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.group_trip_participants\` has a foreign key \`group_trip_participants_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""group_trip_participants"",""type"":""table"",""schema"":""public"",""fkey_name"":""group_trip_participants_user_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_group_trip_participants_group_trip_participants_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.group_trips\` has a foreign key \`group_trips_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""group_trips"",""type"":""table"",""schema"":""public"",""fkey_name"":""group_trips_created_by_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_group_trips_group_trips_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.hustle_ideas\` has a foreign key \`hustle_ideas_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""hustle_ideas"",""type"":""table"",""schema"":""public"",""fkey_name"":""hustle_ideas_user_id_fkey"",""fkey_columns"":[10]}",unindexed_foreign_keys_public_hustle_ideas_hustle_ideas_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.hustle_opportunities\` has a foreign key \`hustle_opportunities_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""hustle_opportunities"",""type"":""table"",""schema"":""public"",""fkey_name"":""hustle_opportunities_user_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_hustle_opportunities_hustle_opportunities_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.marketplace_favorites\` has a foreign key \`marketplace_favorites_listing_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""marketplace_favorites"",""type"":""table"",""schema"":""public"",""fkey_name"":""marketplace_favorites_listing_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_marketplace_favorites_marketplace_favorites_listing_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.meetup_suggestions\` has a foreign key \`meetup_suggestions_friend_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""meetup_suggestions"",""type"":""table"",""schema"":""public"",""fkey_name"":""meetup_suggestions_friend_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_meetup_suggestions_meetup_suggestions_friend_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.moderation_actions\` has a foreign key \`moderation_actions_moderator_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""moderation_actions"",""type"":""table"",""schema"":""public"",""fkey_name"":""moderation_actions_moderator_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_moderation_actions_moderation_actions_moderator_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.moderation_queue\` has a foreign key \`moderation_queue_assigned_moderator_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""moderation_queue"",""type"":""table"",""schema"":""public"",""fkey_name"":""moderation_queue_assigned_moderator_fkey"",""fkey_columns"":[11]}",unindexed_foreign_keys_public_moderation_queue_moderation_queue_assigned_moderator_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.moderation_queue\` has a foreign key \`moderation_queue_reported_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""moderation_queue"",""type"":""table"",""schema"":""public"",""fkey_name"":""moderation_queue_reported_by_fkey"",""fkey_columns"":[4]}",unindexed_foreign_keys_public_moderation_queue_moderation_queue_reported_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.pam_analytics\` has a foreign key \`pam_analytics_conversation_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""pam_analytics"",""type"":""table"",""schema"":""public"",""fkey_name"":""pam_analytics_conversation_id_fkey"",""fkey_columns"":[6]}",unindexed_foreign_keys_public_pam_analytics_pam_analytics_conversation_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.pam_conversation_threads\` has a foreign key \`pam_conversation_threads_session_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""pam_conversation_threads"",""type"":""table"",""schema"":""public"",""fkey_name"":""pam_conversation_threads_session_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_pam_conversation_threads_pam_conversation_threads_session_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.pam_learning_events\` has a foreign key \`pam_learning_events_session_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""pam_learning_events"",""type"":""table"",""schema"":""public"",""fkey_name"":""pam_learning_events_session_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_pam_learning_events_pam_learning_events_session_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.pam_recommendations\` has a foreign key \`pam_recommendations_source_data_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""pam_recommendations"",""type"":""table"",""schema"":""public"",""fkey_name"":""pam_recommendations_source_data_id_fkey"",""fkey_columns"":[18]}",unindexed_foreign_keys_public_pam_recommendations_pam_recommendations_source_data_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.pam_user_context\` has a foreign key \`pam_user_context_current_session_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""pam_user_context"",""type"":""table"",""schema"":""public"",""fkey_name"":""pam_user_context_current_session_id_fkey"",""fkey_columns"":[4]}",unindexed_foreign_keys_public_pam_user_context_pam_user_context_current_session_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.poi_categories\` has a foreign key \`poi_categories_parent_category_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""poi_categories"",""type"":""table"",""schema"":""public"",""fkey_name"":""poi_categories_parent_category_id_fkey"",""fkey_columns"":[8]}",unindexed_foreign_keys_public_poi_categories_poi_categories_parent_category_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.poll_votes\` has a foreign key \`poll_votes_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""poll_votes"",""type"":""table"",""schema"":""public"",""fkey_name"":""poll_votes_user_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_poll_votes_poll_votes_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.posts\` has a foreign key \`posts_author_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""posts"",""type"":""table"",""schema"":""public"",""fkey_name"":""posts_author_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_posts_posts_author_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.qa_issues\` has a foreign key \`qa_issues_updated_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""qa_issues"",""type"":""table"",""schema"":""public"",""fkey_name"":""qa_issues_updated_by_fkey"",""fkey_columns"":[11]}",unindexed_foreign_keys_public_qa_issues_qa_issues_updated_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.recommendation_interactions\` has a foreign key \`recommendation_interactions_recommendation_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""recommendation_interactions"",""type"":""table"",""schema"":""public"",""fkey_name"":""recommendation_interactions_recommendation_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_recommendation_interactions_recommendation_interactions_recommendation_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.rv_knowledge_base\` has a foreign key \`rv_knowledge_base_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""rv_knowledge_base"",""type"":""table"",""schema"":""public"",""fkey_name"":""rv_knowledge_base_created_by_fkey"",""fkey_columns"":[15]}",unindexed_foreign_keys_public_rv_knowledge_base_rv_knowledge_base_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.rv_knowledge_base\` has a foreign key \`rv_knowledge_base_verified_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""rv_knowledge_base"",""type"":""table"",""schema"":""public"",""fkey_name"":""rv_knowledge_base_verified_by_fkey"",""fkey_columns"":[11]}",unindexed_foreign_keys_public_rv_knowledge_base_rv_knowledge_base_verified_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.shop_products\` has a foreign key \`shop_products_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""shop_products"",""type"":""table"",""schema"":""public"",""fkey_name"":""shop_products_created_by_fkey"",""fkey_columns"":[9]}",unindexed_foreign_keys_public_shop_products_shop_products_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.shopping_lists\` has a foreign key \`shopping_lists_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""shopping_lists"",""type"":""table"",""schema"":""public"",""fkey_name"":""shopping_lists_user_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_shopping_lists_shopping_lists_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.social_groups\` has a foreign key \`social_groups_admin_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""social_groups"",""type"":""table"",""schema"":""public"",""fkey_name"":""social_groups_admin_id_fkey"",""fkey_columns"":[9]}",unindexed_foreign_keys_public_social_groups_social_groups_admin_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.social_groups\` has a foreign key \`social_groups_owner_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""social_groups"",""type"":""table"",""schema"":""public"",""fkey_name"":""social_groups_owner_id_fkey"",""fkey_columns"":[5]}",unindexed_foreign_keys_public_social_groups_social_groups_owner_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.system_settings\` has a foreign key \`system_settings_updated_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""system_settings"",""type"":""table"",""schema"":""public"",""fkey_name"":""system_settings_updated_by_fkey"",""fkey_columns"":[5]}",unindexed_foreign_keys_public_system_settings_system_settings_updated_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.trial_notifications\` has a foreign key \`trial_notifications_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""trial_notifications"",""type"":""table"",""schema"":""public"",""fkey_name"":""trial_notifications_user_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_trial_notifications_trial_notifications_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.trip_comment_helpful\` has a foreign key \`trip_comment_helpful_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""trip_comment_helpful"",""type"":""table"",""schema"":""public"",""fkey_name"":""trip_comment_helpful_user_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_trip_comment_helpful_trip_comment_helpful_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.trip_scraper_jobs\` has a foreign key \`trip_scraper_jobs_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""trip_scraper_jobs"",""type"":""table"",""schema"":""public"",""fkey_name"":""trip_scraper_jobs_created_by_fkey"",""fkey_columns"":[9]}",unindexed_foreign_keys_public_trip_scraper_jobs_trip_scraper_jobs_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.trip_scraper_results\` has a foreign key \`trip_scraper_results_source_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""trip_scraper_results"",""type"":""table"",""schema"":""public"",""fkey_name"":""trip_scraper_results_source_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_trip_scraper_results_trip_scraper_results_source_id_fkey
